Price,Ratings,Reviews,Title,edition_type,edition_month,edition_year,Author1,Author2,Author3,Author4,Author5,Author6,Author7,BookCategory1,BookCategory2,Genre1,Genre2
122.0,1097,4.5,1474,13,4,2009,3720,2947,2947,2947,2947,2947,2947,2,6,177,262
247.0,8,4.5,3668,13,10,2018,2128,2947,2947,2947,2947,2947,2947,14,12,314,262
1800.0,4,5.0,2836,8,10,2014,3305,272,1885,1500,2947,2947,2947,1,7,26,262
399.0,3,5.0,3910,13,8,2009,2018,2947,2947,2947,2947,2947,2947,15,12,316,262
768.0,4,4.5,3922,13,3,2007,2633,2947,2947,2947,2947,2947,2947,14,12,314,262
569.0,2,3.0,13,13,11,2016,848,2947,2947,2947,2947,2947,2947,15,12,177,262
355.0,1,5.0,291,13,12,2010,4398,2947,2947,2947,2947,2947,2947,4,9,115,262
359.0,26,4.4,5106,13,3,2017,108,2947,2947,2947,2947,2947,2947,14,12,314,262
395.1,2,5.0,3928,13,2,2009,1664,2947,2947,2947,2947,2947,2947,3,12,243,262
334.0,3,5.0,2228,13,8,2004,3071,2947,2947,2947,2947,2947,2947,13,12,289,262
390.0,1,3.0,3267,13,9,2012,875,2947,2947,2947,2947,2947,2947,4,9,94,262
1040.0,2,3.5,6714,13,12,2016,4006,2947,2947,2947,2947,2947,2947,8,12,38,262
115.0,4,3.1,1837,13,9,2010,2514,2947,2947,2947,2947,2947,2947,3,12,88,262
1204.0,4,3.5,1361,13,11,2011,1379,2947,2947,2947,2947,2947,2947,15,12,346,262
390.0,226,4.6,371,13,2,2015,327,2947,2947,2947,2947,2947,2947,14,12,324,262
181.0,1,5.0,1619,13,8,2014,4580,2947,2947,2947,2947,2947,2947,10,11,128,262
224.0,4,4.5,699,13,0,2019,4287,2947,2947,2947,2947,2947,2947,5,16,102,363
427.0,14,3.6,2318,13,6,2010,3525,122,2947,2947,2947,2947,2947,3,12,243,262
816.0,32,4.3,4823,13,11,2008,2066,2947,2947,2947,2947,2947,2947,10,11,386,262
740.44,1,5.0,6455,13,2,2009,924,2947,2947,2947,2947,2947,2947,10,11,50,262
275.0,11,3.6,4826,13,11,1995,2788,2947,2947,2947,2947,2947,2947,0,12,0,262
1171.0,7,4.8,46,13,6,2018,2267,2947,2947,2947,2947,2947,2947,15,12,343,262
1595.0,1,5.0,6368,13,5,2016,1628,2820,4263,2947,2947,2947,2947,10,11,199,262
400.0,3,3.4,5611,12,12,2008,2770,2947,2947,2947,2947,2947,2947,10,11,114,262
486.0,1,3.0,1528,13,2,2004,1041,2947,2947,2947,2947,2947,2947,8,12,38,262
514.0,8,4.7,1992,13,7,2017,1129,2947,2947,2947,2947,2947,2947,10,11,114,262
299.0,12,3.9,6000,13,3,2018,687,2947,2947,2947,2947,2947,2947,10,11,50,262
261.0,46,4.4,1218,13,11,2017,78,2947,2947,2947,2947,2947,2947,5,16,102,363
3528.0,3,5.0,5035,8,12,2017,4473,2947,2947,2947,2947,2947,2947,10,11,386,262
189.0,18,3.8,6113,13,6,2017,412,2947,2947,2947,2947,2947,2947,5,16,102,363
1147.18,1,3.0,667,13,12,2018,3930,2947,2947,2947,2947,2947,2947,3,12,145,321
178.0,23,4.2,1947,13,2,2007,4493,2947,2947,2947,2947,2947,2947,15,12,101,262
591.0,13,3.9,5712,13,0,2012,1364,2947,2947,2947,2947,2947,2947,13,12,168,262
3098.0,1,5.0,4717,8,6,2013,3726,2947,2947,2947,2947,2947,2947,8,12,15,262
184.0,649,4.5,3394,13,11,2017,78,2947,2947,2947,2947,2947,2947,5,16,102,363
279.0,9,4.2,536,12,2,2016,3096,2947,2947,2947,2947,2947,2947,5,16,0,262
500.0,10,4.9,4055,13,11,2017,760,2947,2947,2947,2947,2947,2947,4,9,295,262
557.0,10,4.7,5430,8,10,2016,1044,2947,2947,2947,2947,2947,2947,8,12,108,262
473.0,1,5.0,1535,13,6,2014,1605,2947,2947,2947,2947,2947,2947,0,12,0,262
186.0,2,2.9,6666,13,6,2011,3133,2947,2947,2947,2947,2947,2947,15,12,139,262
283.0,12,4.3,5155,13,4,2018,1835,2947,2947,2947,2947,2947,2947,0,12,0,262
1812.0,3,5.0,1880,13,11,2010,1372,2947,2947,2947,2947,2947,2947,3,12,145,321
724.0,1,5.0,5218,13,1,2018,2222,2947,2947,2947,2947,2947,2947,0,12,0,262
301.0,26,4.2,1854,13,1,1994,1314,2947,2947,2947,2947,2947,2947,0,12,0,262
279.0,71,4.5,5319,13,6,2016,4175,2947,2947,2947,2947,2947,2947,5,16,102,363
268.0,9,2.7,938,13,11,2007,1323,2947,2947,2947,2947,2947,2947,10,11,228,262
284.0,10,4.7,2447,13,5,2013,3474,2947,2947,2947,2947,2947,2947,2,6,27,262
499.0,3,4.0,6504,13,5,2016,312,2947,2947,2947,2947,2947,2947,8,12,287,262
299.0,77,4.6,5064,13,6,2015,3899,2947,2947,2947,2947,2947,2947,0,12,0,262
235.0,13,4.6,1641,13,5,2008,2750,2947,2947,2947,2947,2947,2947,10,11,228,262
355.0,160,4.3,2586,13,11,2017,3202,2947,2947,2947,2947,2947,2947,13,12,209,262
150.0,6,3.6,1787,13,10,2014,1118,2947,2947,2947,2947,2947,2947,15,12,101,262
395.1,2,2.3,3555,13,11,1989,1898,2947,2947,2947,2947,2947,2947,1,7,358,262
323.52,87,4.6,196,13,6,2013,1914,2947,2947,2947,2947,2947,2947,5,16,98,262
150.0,9,5.0,6492,13,8,2019,2887,2947,2947,2947,2947,2947,2947,14,12,314,262
175.0,1,5.0,1208,13,11,2011,850,2947,2947,2947,2947,2947,2947,0,12,0,262
154.0,2,3.8,3040,13,12,2010,3610,2947,2947,2947,2947,2947,2947,5,16,102,363
229.0,7,3.7,2026,13,1,2007,1806,2947,2947,2947,2947,2947,2947,14,12,98,262
318.0,1,5.0,6577,13,0,2018,1411,2947,2947,2947,2947,2947,2947,13,12,224,262
258.0,2,5.0,4645,13,2,2014,2507,2947,2947,2947,2947,2947,2947,15,12,38,262
270.0,11,4.1,3253,13,10,2016,2507,2947,2947,2947,2947,2947,2947,15,12,343,262
550.0,2,4.5,3077,13,2,2007,3597,2947,2947,2947,2947,2947,2947,1,7,258,262
200.0,38,4.5,6415,13,4,2010,4087,2947,2947,2947,2947,2947,2947,0,12,0,262
369.0,10,4.8,3951,13,6,2003,2641,2947,2947,2947,2947,2947,2947,2,6,38,262
1402.0,1,5.0,4126,13,6,2013,2791,2947,2947,2947,2947,2947,2947,10,11,15,262
334.0,32,4.0,4456,13,6,2016,789,2947,2947,2947,2947,2947,2947,15,12,38,262
637.0,2,5.0,2477,8,6,2009,1695,2947,2947,2947,2947,2947,2947,3,12,87,262
559.0,22,4.0,5084,13,11,2013,4641,2947,2947,2947,2947,2947,2947,2,6,358,262
2559.0,1,5.0,3268,13,8,2019,4066,2947,2947,2947,2947,2947,2947,4,9,273,262
1299.0,6,3.5,521,13,4,2017,3328,2947,2947,2947,2947,2947,2947,4,9,7,262
705.0,3,4.2,2644,13,11,2016,2824,2947,2947,2947,2947,2947,2947,13,12,290,262
195.0,2,4.0,5796,13,12,2014,828,2947,2947,2947,2947,2947,2947,5,16,0,262
820.0,1,4.0,2129,13,1,2009,723,2947,2947,2947,2947,2947,2947,1,7,258,262
1399.0,6,3.9,2453,13,6,2010,1835,2947,2947,2947,2947,2947,2947,5,16,0,262
324.0,39,4.6,416,13,10,2013,791,2947,2947,2947,2947,2947,2947,2,6,2,262
2500.0,1,2.0,1697,8,3,2014,4186,2947,2947,2947,2947,2947,2947,1,7,284,262
717.0,3,4.6,3212,13,5,2015,4302,2947,2947,2947,2947,2947,2947,14,12,314,262
526.04,2,5.0,1018,13,6,2018,1581,2947,2947,2947,2947,2947,2947,1,7,80,262
308.0,2,5.0,5567,13,8,2015,2540,2371,2947,2947,2947,2947,2947,2,6,38,262
1178.0,1,5.0,5255,13,2,1998,3942,2947,2947,2947,2947,2947,2947,1,7,80,262
849.0,10,4.5,4866,13,4,2004,4636,2947,2947,2947,2947,2947,2947,1,7,175,106
255.0,11,3.5,5336,13,1,2014,2700,2947,2947,2947,2947,2947,2947,5,16,102,363
377.0,111,4.3,2528,13,12,2015,1560,2947,2947,2947,2947,2947,2947,13,12,49,262
200.0,14,4.3,6221,13,2,2005,4312,2947,2947,2947,2947,2947,2947,0,12,0,262
927.0,3,5.0,908,13,12,2013,3254,2947,2947,2947,2947,2947,2947,15,12,373,262
214.0,140,4.5,4263,13,10,2013,397,2947,2947,2947,2947,2947,2947,2,6,38,262
150.0,37,4.5,3732,13,3,2017,3866,2947,2947,2947,2947,2947,2947,14,12,102,363
425.0,5,4.7,374,13,4,2013,1819,2947,2947,2947,2947,2947,2947,8,12,4,262
894.0,1,5.0,2048,8,10,2017,1710,2947,2947,2947,2947,2947,2947,5,16,98,262
889.0,6,3.5,1129,13,6,2016,959,2947,2947,2947,2947,2947,2947,15,12,245,262
31.0,4,4.1,773,13,9,2015,3709,2947,2947,2947,2947,2947,2947,2,6,37,113
309.0,2,5.0,3464,13,8,2017,1534,2947,2947,2947,2947,2947,2947,3,12,240,262
258.0,171,4.0,5117,13,7,2014,3608,2947,2947,2947,2947,2947,2947,14,12,0,262
185.0,25,4.1,3052,13,11,2017,78,2947,2947,2947,2947,2947,2947,5,16,102,363
548.0,27,4.1,5937,13,11,2009,2983,2947,2947,2947,2947,2947,2947,13,12,26,262
224.0,24,3.9,1411,13,10,2018,4019,2947,2947,2947,2947,2947,2947,2,6,289,262
1010.0,2,3.1,6059,13,4,2013,1940,2947,2947,2947,2947,2947,2947,13,12,135,262
499.0,2,4.0,6147,13,3,2018,1517,2947,2947,2947,2947,2947,2947,10,11,216,278
56.0,55,4.5,3945,8,9,2011,3301,2947,2947,2947,2947,2947,2947,3,12,89,262
149.0,1,5.0,70,13,6,2018,4512,2947,2947,2947,2947,2947,2947,13,12,289,262
779.0,6,3.1,4797,8,2,2015,1655,2947,2947,2947,2947,2947,2947,3,12,89,262
371.0,4,4.7,2250,13,11,2018,1862,2947,2947,2947,2947,2947,2947,3,12,0,262
1323.0,2,5.0,4594,8,7,2016,124,2260,125,2947,2947,2947,2947,3,12,89,262
271.0,19,4.8,849,13,10,2014,3096,2947,2947,2947,2947,2947,2947,0,12,0,262
336.0,1,1.0,1,8,1,2004,1782,2947,2947,2947,2947,2947,2947,15,12,38,262
220.0,14,4.0,5370,13,6,2014,3953,2947,2947,2947,2947,2947,2947,5,16,102,363
299.0,2081,4.5,3909,13,2,2015,3791,2947,2947,2947,2947,2947,2947,2,6,38,262
280.0,1,5.0,2264,13,3,2017,2137,2947,2947,2947,2947,2947,2947,3,12,89,262
335.0,38,3.6,5399,8,11,2001,30,2947,2947,2947,2947,2947,2947,10,11,219,262
295.0,11,4.2,2964,13,0,2018,843,2947,2947,2947,2947,2947,2947,0,12,0,262
323.52,1,5.0,262,13,5,2016,327,2947,2947,2947,2947,2947,2947,14,12,314,262
416.0,1,5.0,6612,13,3,2017,2748,2947,2947,2947,2947,2947,2947,8,12,334,262
102.0,432,4.4,3169,13,10,2014,3086,2947,2947,2947,2947,2947,2947,5,16,314,262
944.0,2,4.5,5058,13,12,2001,2148,2947,2947,2947,2947,2947,2947,8,12,359,262
523.0,13,4.3,4140,13,12,2014,3284,2947,2947,2947,2947,2947,2947,5,16,0,262
468.0,1,5.0,1765,13,7,2013,3185,2947,2947,2947,2947,2947,2947,13,12,168,262
599.44,8,4.7,6732,13,10,2012,1028,2947,2947,2947,2947,2947,2947,8,12,196,262
482.0,4,4.7,4990,13,1,2015,603,2947,2947,2947,2947,2947,2947,5,16,0,262
342.0,16,4.1,1934,13,6,2016,1933,2947,2947,2947,2947,2947,2947,2,6,177,262
309.0,2,5.0,3255,13,11,2018,2507,2947,2947,2947,2947,2947,2947,2,6,38,262
1155.0,2,4.6,1871,8,2,2006,3632,939,2947,2947,2947,2947,2947,15,12,346,262
199.0,76,3.9,3305,13,1,2013,1657,2947,2947,2947,2947,2947,2947,5,16,0,262
200.0,24,4.3,5516,13,8,2008,3092,2947,2947,2947,2947,2947,2947,10,11,202,262
66.0,405,4.3,1260,13,1,2018,3486,2947,2947,2947,2947,2947,2947,0,12,0,262
851.0,2,4.5,6391,13,12,2015,4453,2947,2947,2947,2947,2947,2947,1,7,258,262
207.0,66,4.3,4905,13,11,1997,4032,2947,2947,2947,2947,2947,2947,14,12,314,262
37.0,1,3.0,2065,12,9,2015,335,2947,2947,2947,2947,2947,2947,14,12,324,262
342.0,8,4.4,5586,13,12,2005,3525,122,2947,2947,2947,2947,2947,8,12,89,262
245.0,1,5.0,3533,13,1,2012,2485,2947,2947,2947,2947,2947,2947,10,11,235,262
661.0,2,5.0,4221,13,4,2017,1475,2947,2947,2947,2947,2947,2947,0,12,0,262
498.0,2,4.0,145,8,7,2012,1470,2947,2947,2947,2947,2947,2947,3,12,261,230
720.0,13,4.8,2417,13,7,2015,3956,2947,2947,2947,2947,2947,2947,8,12,38,262
195.0,3,4.5,3348,13,9,2013,4076,2947,2947,2947,2947,2947,2947,8,12,256,44
344.0,1,4.0,5300,13,4,2018,1000,2947,2947,2947,2947,2947,2947,15,12,182,262
449.0,57,4.4,560,13,11,2016,1900,2947,2947,2947,2947,2947,2947,3,12,89,262
974.0,7,4.1,659,13,10,2014,1529,2947,2947,2947,2947,2947,2947,3,12,145,321
2370.19,1,5.0,2049,13,6,1989,1424,2947,2947,2947,2947,2947,2947,15,12,167,262
159.0,121,4.4,3081,13,2,2012,1302,2947,2947,2947,2947,2947,2947,14,12,314,262
712.0,9,4.8,3639,13,3,2012,3525,122,2947,2947,2947,2947,2947,3,12,66,262
113.0,1,4.0,2862,13,1,2018,2375,2947,2947,2947,2947,2947,2947,10,11,228,262
178.0,15,4.2,5320,13,8,2014,2086,2947,2947,2947,2947,2947,2947,0,12,0,262
153.0,44,4.1,887,13,3,2013,398,2947,2947,2947,2947,2947,2947,2,6,15,262
1199.0,1,5.0,1273,13,12,2017,2290,330,2947,2947,2947,2947,2947,4,9,334,262
1658.0,56,4.7,4827,13,2,2009,3564,2947,2947,2947,2947,2947,2947,1,7,80,262
323.52,13,3.1,2046,13,12,2015,4610,2947,2947,2947,2947,2947,2947,0,12,0,262
2176.0,4,5.0,5571,8,11,2018,2337,2947,2947,2947,2947,2947,2947,15,12,38,262
354.0,10,5.0,542,13,0,2005,122,2947,2947,2947,2947,2947,2947,3,12,89,262
1780.0,10,4.3,4863,8,8,2016,2992,2947,2947,2947,2947,2947,2947,4,9,107,262
504.48,2,4.0,1235,8,11,2009,2345,2947,2947,2947,2947,2947,2947,8,12,99,192
398.0,10,5.0,498,13,10,2018,995,2947,2947,2947,2947,2947,2947,0,12,25,362
299.0,6,4.8,2984,13,3,1982,4354,2947,2947,2947,2947,2947,2947,10,11,211,262
1635.0,21,4.0,6028,8,0,2015,4540,2947,2947,2947,2947,2947,2947,5,16,98,262
769.0,1,5.0,5392,8,6,2018,4623,2947,2947,2947,2947,2947,2947,0,12,0,262
248.0,80,4.2,4746,13,2,2005,4670,2947,2947,2947,2947,2947,2947,4,9,297,262
1199.0,3,4.0,12,13,10,2014,607,2947,2947,2947,2947,2947,2947,3,12,196,262
986.0,4,4.5,3900,8,3,2017,4129,2947,2947,2947,2947,2947,2947,1,7,163,262
179.07,2,5.0,5061,13,11,2000,3364,2947,2947,2947,2947,2947,2947,8,12,196,262
344.0,5,3.7,528,13,12,2005,1206,2947,2947,2947,2947,2947,2947,10,11,386,262
449.0,1,5.0,6049,13,0,2018,1102,2947,2947,2947,2947,2947,2947,13,12,267,262
408.0,7,3.7,429,13,5,2017,3464,2947,2947,2947,2947,2947,2947,4,9,94,262
423.24,7,4.7,829,13,5,2010,863,2947,2947,2947,2947,2947,2947,0,12,0,262
632.15,15,3.9,2336,13,1,2013,3495,2947,2947,2947,2947,2947,2947,4,9,267,262
256.0,7,4.2,6307,13,7,2019,3811,2947,2947,2947,2947,2947,2947,5,16,102,363
349.0,5,4.0,6148,13,4,2009,163,2947,2947,2947,2947,2947,2947,0,12,0,262
287.0,77,4.5,471,13,6,2016,340,2947,2947,2947,2947,2947,2947,15,12,372,262
70.0,30,4.7,4705,13,9,1978,4183,2947,2947,2947,2947,2947,2947,3,12,59,262
244.0,60,3.9,4433,13,8,2016,4032,2947,2947,2947,2947,2947,2947,0,12,0,262
261.0,53,3.9,3711,13,8,2017,3993,2947,2947,2947,2947,2947,2947,2,6,38,262
300.0,1,5.0,2276,13,7,2018,1087,2947,2947,2947,2947,2947,2947,1,7,16,262
779.0,2,5.0,5394,13,7,2017,2431,2947,2947,2947,2947,2947,2947,13,12,141,262
149.0,3,4.6,5419,13,4,2016,1965,2947,2947,2947,2947,2947,2947,0,12,0,262
985.0,1,5.0,515,8,8,2016,2844,2947,2947,2947,2947,2947,2947,15,12,281,262
168.0,8,3.8,337,13,4,2014,1831,2947,2947,2947,2947,2947,2947,5,16,98,262
401.0,74,3.8,1367,8,4,2019,3716,2947,2947,2947,2947,2947,2947,13,12,289,262
483.0,2,4.0,2670,8,11,2018,3155,2947,2947,2947,2947,2947,2947,2,6,38,262
820.0,2,3.0,482,13,8,2016,358,2947,2947,2947,2947,2947,2947,3,12,89,262
375.0,5,3.7,6763,13,10,2013,2570,2947,2947,2947,2947,2947,2947,15,12,38,262
452.0,88,4.3,2973,13,12,2018,3608,2947,2947,2947,2947,2947,2947,5,16,0,262
497.56,10,4.4,4471,13,8,2008,4067,2947,2947,2947,2947,2947,2947,1,7,258,262
310.0,7,4.7,1205,13,12,2018,2281,2947,2947,2947,2947,2947,2947,4,9,107,262
244.0,13,4.1,1112,13,8,2018,3076,2947,2947,2947,2947,2947,2947,14,12,314,262
440.0,18,4.9,4023,13,3,2016,3511,2947,2947,2947,2947,2947,2947,4,9,217,262
749.0,1,5.0,2176,13,11,2018,3721,2947,2947,2947,2947,2947,2947,1,7,147,262
428.0,2,5.0,2018,13,9,2016,2928,2947,2947,2947,2947,2947,2947,4,9,295,262
559.0,2,3.3,4308,13,6,2000,2036,2947,2947,2947,2947,2947,2947,4,9,221,262
374.0,19,4.3,6690,13,12,2015,1870,2947,2947,2947,2947,2947,2947,3,12,89,262
594.0,3,5.0,3323,13,7,2017,3244,2947,2947,2947,2947,2947,2947,5,16,102,363
3980.0,18,3.8,3,13,5,2018,2847,2947,2947,2947,2947,2947,2947,4,9,265,262
1262.0,1,5.0,2482,8,2,2006,576,2947,2947,2947,2947,2947,2947,15,12,182,262
364.0,1,5.0,4929,13,2,2018,4140,2947,2947,2947,2947,2947,2947,0,12,0,262
120.0,4,4.7,3443,13,5,2017,2375,2947,2947,2947,2947,2947,2947,10,11,228,262
311.0,21,4.2,5374,13,4,2016,1547,2947,2947,2947,2947,2947,2947,2,6,38,262
100.0,1,5.0,1781,8,9,0,1818,2947,2947,2947,2947,2947,2947,5,16,102,363
165.0,8,4.8,6274,8,2,2017,3724,2947,2947,2947,2947,2947,2947,2,6,98,262
859.0,36,4.0,6480,13,11,2008,113,2947,2947,2947,2947,2947,2947,3,12,145,321
541.0,4,4.0,2888,13,11,1997,1222,2947,2947,2947,2947,2947,2947,8,12,196,262
399.0,1,5.0,6469,12,6,2018,2523,2947,2947,2947,2947,2947,2947,14,12,314,262
479.0,1,3.0,5179,13,8,2019,1262,2947,2947,2947,2947,2947,2947,5,16,314,262
215.0,1,2.0,470,13,4,2018,1494,2947,2947,2947,2947,2947,2947,14,12,314,262
838.0,1,5.0,4131,13,8,2017,3958,2947,2947,2947,2947,2947,2947,3,12,89,262
205.0,342,3.0,598,13,3,2018,428,2947,2947,2947,2947,2947,2947,2,6,26,262
230.0,190,4.2,2096,13,6,2015,1200,2947,2947,2947,2947,2947,2947,14,12,314,262
821.0,5,5.0,636,13,2,2016,3062,2947,2947,2947,2947,2947,2947,5,16,193,262
449.99,2,4.5,3415,13,8,2017,1475,2947,2947,2947,2947,2947,2947,8,12,200,262
1043.0,2,5.0,5923,13,7,2016,3516,2947,2947,2947,2947,2947,2947,0,12,0,262
241.9,15,4.4,6070,13,4,2001,2286,2947,2947,2947,2947,2947,2947,15,12,197,262
344.0,1,3.0,4971,13,5,2001,2338,2947,2947,2947,2947,2947,2947,8,12,196,262
463.0,33,4.3,3447,13,1,2010,3107,2947,2947,2947,2947,2947,2947,1,7,107,262
295.0,7,3.6,2509,13,0,2017,554,2947,2947,2947,2947,2947,2947,2,6,37,113
48.0,83,3.8,1029,13,9,2015,3456,2947,2947,2947,2947,2947,2947,10,11,114,262
946.0,3,4.4,5791,13,1,1992,1154,2947,2947,2947,2947,2947,2947,15,12,117,262
719.0,21,4.2,480,13,4,2015,358,2947,2947,2947,2947,2947,2947,3,12,89,262
589.0,1,5.0,5710,13,11,2017,2973,2947,2947,2947,2947,2947,2947,8,12,164,262
240.0,1,5.0,4335,13,8,2009,2372,2947,2947,2947,2947,2947,2947,14,12,314,262
220.0,7,4.0,4275,13,10,2006,1835,2947,2947,2947,2947,2947,2947,0,12,0,262
184.0,1,5.0,2116,13,3,2019,3785,2947,2947,2947,2947,2947,2947,1,7,80,262
1254.0,1,4.0,6756,13,0,2012,1990,2947,2947,2947,2947,2947,2947,15,12,372,262
530.0,6,5.0,3181,12,1,2018,1020,2947,2947,2947,2947,2947,2947,0,12,0,262
211.0,5,4.4,5274,13,12,2010,4621,2947,2947,2947,2947,2947,2947,0,12,0,262
243.0,49,3.9,1726,13,3,2000,1509,2947,2947,2947,2947,2947,2947,0,12,0,262
661.0,2,4.1,1174,13,8,2009,3007,2947,2947,2947,2947,2947,2947,3,12,89,262
523.0,2,4.5,4648,13,6,2019,1989,2947,2947,2947,2947,2947,2947,8,12,98,262
646.0,6,4.7,1128,13,4,2018,1709,2947,2947,2947,2947,2947,2947,1,7,284,262
239.0,3,4.1,2607,13,12,2012,610,2947,2947,2947,2947,2947,2947,3,12,286,262
700.44,15,4.9,712,13,12,1985,500,2947,2947,2947,2947,2947,2947,15,12,167,262
284.0,2,2.9,3205,13,5,2014,692,2947,2947,2947,2947,2947,2947,5,16,102,363
999.99,1,5.0,2895,13,3,2015,3231,2947,2947,2947,2947,2947,2947,13,12,247,262
702.0,7,4.8,1492,13,6,2013,100,2947,2947,2947,2947,2947,2947,3,12,243,262
664.0,3,5.0,5795,13,4,2015,3162,2947,2947,2947,2947,2947,2947,14,12,314,262
275.0,15,4.4,5287,13,0,2011,1380,2947,2947,2947,2947,2947,2947,0,12,0,262
299.0,45,4.6,2425,13,12,2018,4523,2947,2947,2947,2947,2947,2947,14,12,314,262
249.0,4,5.0,4891,13,2,2013,4405,2947,2947,2947,2947,2947,2947,5,16,0,262
199.0,250,4.3,1343,13,8,2004,913,2947,2947,2947,2947,2947,2947,0,12,0,262
164.0,1,5.0,6750,13,11,2008,1831,2947,2947,2947,2947,2947,2947,5,16,0,262
400.0,30,4.1,2682,13,3,2006,389,2947,2947,2947,2947,2947,2947,4,9,215,262
440.0,4,4.0,1155,13,4,2012,3168,2947,2947,2947,2947,2947,2947,2,6,320,262
499.0,18,4.1,1648,8,12,2003,4270,2947,2947,2947,2947,2947,2947,10,11,114,262
418.0,1,3.0,4943,13,8,2013,1655,2947,2947,2947,2947,2947,2947,3,12,89,262
569.0,3,4.7,6473,12,0,1995,2144,2947,2947,2947,2947,2947,2947,14,12,314,262
399.0,29,4.1,428,13,9,0,4257,2947,2947,2947,2947,2947,2947,10,11,130,262
1119.0,5,4.8,3975,13,5,2016,317,2947,2947,2947,2947,2947,2947,4,9,155,262
335.0,217,4.4,921,13,6,2009,1074,3760,2947,2947,2947,2947,2947,4,9,297,262
550.0,10,4.8,217,13,8,2015,4685,2947,2947,2947,2947,2947,2947,3,12,243,262
339.0,29,4.2,6304,13,5,2018,1932,2947,2947,2947,2947,2947,2947,0,12,0,262
437.0,22,4.5,1981,13,7,2005,1786,2947,2947,2947,2947,2947,2947,2,6,16,262
338.0,17,4.0,6137,13,5,2015,3540,2947,2947,2947,2947,2947,2947,2,6,38,262
190.0,30,4.3,6024,13,7,2017,2565,2947,2947,2947,2947,2947,2947,5,16,202,262
234.0,20,4.4,6535,13,4,2019,2575,2947,2947,2947,2947,2947,2947,2,6,0,262
601.0,3,3.3,6392,13,12,2015,4453,2947,2947,2947,2947,2947,2947,1,7,258,262
302.36,27,4.4,1024,13,12,2017,1736,2947,2947,2947,2947,2947,2947,14,12,314,262
299.0,2,2.0,4059,13,8,2014,3490,2947,2947,2947,2947,2947,2947,4,9,7,262
209.0,7,4.6,331,12,11,1997,2788,2947,2947,2947,2947,2947,2947,0,12,0,262
99.0,23,4.3,310,8,6,2002,1691,2947,2947,2947,2947,2947,2947,0,12,0,262
238.0,115,4.5,6597,13,0,2019,424,2947,2947,2947,2947,2947,2947,4,9,16,262
240.0,5,4.5,3618,13,2,2017,850,2947,2947,2947,2947,2947,2947,0,12,0,262
399.0,16,4.7,5477,13,3,2019,3754,2947,2947,2947,2947,2947,2947,0,12,0,262
341.0,33,4.4,4269,13,2,2013,102,2947,2947,2947,2947,2947,2947,2,6,38,262
1400.0,74,4.5,6184,8,2,2014,1470,2947,2947,2947,2947,2947,2947,0,12,0,262
299.0,12,4.5,1165,13,7,2018,3737,2947,2947,2947,2947,2947,2947,5,16,102,363
175.0,1,5.0,3935,13,3,2011,850,2947,2947,2947,2947,2947,2947,0,12,0,262
830.0,20,4.4,4363,13,12,2012,1269,2947,2947,2947,2947,2947,2947,1,7,160,262
730.0,4,3.7,1782,13,1,2009,821,2947,2947,2947,2947,2947,2947,3,12,25,362
150.0,89,4.2,3588,13,12,2005,4032,2947,2947,2947,2947,2947,2947,5,16,314,262
380.0,2,5.0,3700,13,4,2019,3104,2947,2947,2947,2947,2947,2947,3,12,243,262
156.0,11,4.0,4697,13,2,2012,741,2947,2947,2947,2947,2947,2947,0,12,0,262
709.0,1,4.0,4680,13,9,0,44,2947,2947,2947,2947,2947,2947,15,12,352,327
399.0,26,4.6,2893,13,8,2017,4049,2947,2947,2947,2947,2947,2947,2,6,185,262
652.73,1,5.0,4193,13,7,2004,3505,2947,2947,2947,2947,2947,2947,1,7,80,262
319.0,12,5.0,802,13,7,2016,3111,2947,2947,2947,2947,2947,2947,2,6,310,262
599.0,70,4.6,295,13,7,2016,3871,2947,2947,2947,2947,2947,2947,8,12,196,262
150.0,70,3.0,5436,13,12,2012,2472,2947,2947,2947,2947,2947,2947,2,6,38,262
68.0,4,2.9,2808,13,8,2012,1831,2947,2947,2947,2947,2947,2947,5,16,102,363
224.0,18,4.4,4927,13,8,2019,1253,2947,2947,2947,2947,2947,2947,5,16,102,363
335.0,119,4.5,2648,13,8,2011,4127,2947,2947,2947,2947,2947,2947,5,16,98,262
271.0,8,3.1,5957,13,5,2016,2400,2947,2947,2947,2947,2947,2947,14,12,314,262
137.0,5,4.3,6730,13,10,2015,3238,2947,2947,2947,2947,2947,2947,0,12,0,262
482.0,9,4.0,5549,13,11,2014,3571,2947,2947,2947,2947,2947,2947,3,12,89,262
220.0,58,3.9,5609,13,9,0,4641,2947,2947,2947,2947,2947,2947,1,7,358,262
764.0,13,4.8,2495,13,8,2001,541,2947,2947,2947,2947,2947,2947,8,12,386,262
413.0,25,4.2,3092,13,12,2014,2385,2947,2947,2947,2947,2947,2947,14,12,314,262
399.0,16,4.4,1296,13,6,2012,2379,2947,2947,2947,2947,2947,2947,0,12,0,262
250.0,21,4.3,5808,13,10,2017,3686,2947,2947,2947,2947,2947,2947,14,12,314,262
379.0,10,4.8,264,13,8,2015,334,2947,2947,2947,2947,2947,2947,15,12,38,262
299.0,2,5.0,2469,12,7,1985,1312,2947,2947,2947,2947,2947,2947,8,12,11,262
2100.0,12,4.9,4624,8,10,1997,3626,2947,2947,2947,2947,2947,2947,1,7,359,262
